A,tau1,B,tau2,t_on,t_off,noise_sigma,K_intra,K_inter,N1,N2
0.4957269963153841,9.999999999999998,1.0950277426827277,1.9745843946722133,4.0,7.0,2.5,1.5,0.45,40,40
